City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,sorland,67.667,12.6934,3.92,71,100,6.82,NO,1670106602
364,riohacha,11.5444,-72.9072,28.06,78,40,4.12,CO,1670106658
365,ahuimanu,21.4447,-157.8378,28.84,69,75,5.66,US,1670106658
366,lipin bor,60.2622,37.9763,-9.02,88,100,4.49,RU,1670106658
367,saint-joseph,-21.3667,55.6167,24.21,84,12,4.1,RE,1670106140
368,guaymas,27.9333,-110.9,33.58,45,40,4.12,MX,1670106518
369,nikolskoye,59.7035,30.7861,-5.05,92,100,3.43,RU,1670106659
370,west wendover,40.7391,-114.0733,-1.44,59,0,1.54,US,1670106659
371,namtsy,62.7161,129.6658,-33.65,98,100,1.07,RU,1670106659
372,soe,-9.8607,124.284,21.75,56,96,1.28,ID,1670106660
373,pachora,20.6667,75.35,21.04,54,15,1.54,IN,1670106660
374,north myrtle beach,33.816,-78.68,22.29,78,100,5.66,US,1670106660
375,baykit,61.67,96.37,-27.24,100,79,1.16,RU,1670106661
376,victoria,22.2855,114.1577,22.19,83,34,4.47,HK,1670106661
377,ipixuna,-1.7625,-48.8043,24.23,91,100,1.23,BR,1670106661
378,puri,19.8,85.85,19.29,61,0,2.85,IN,1670106661
379,douglas,41.3,-96.167,0.53,43,0,4.63,US,1670106537
380,tucupita,9.0622,-62.051,22.55,97,96,1.69,VE,1670106662
381,zhigansk,66.7697,123.3711,-29.59,98,100,6.83,RU,1670106662
382,tyup,42.7276,78.3648,-4.31,75,100,0.87,KG,1670106663
383,vaitape,-16.5167,-151.75,27.02,77,30,8.14,PF,1670106663
384,inhambane,-23.865,35.3833,24.44,91,1,0.62,MZ,1670106664
385,christchurch,-43.5333,172.6333,21.93,56,66,2.06,NZ,1670106010
386,paamiut,61.994,-49.6678,-4.71,85,98,4.51,GL,1670106175
387,grindavik,63.8424,-22.4338,2.26,93,0,4.12,IS,1670106103
388,matara,5.9485,80.5353,24.0,89,94,1.9,LK,1670106098
389,coos bay,43.3665,-124.2179,12.22,79,100,1.54,US,1670106664
390,kruisfontein,-34.0033,24.7314,16.6,80,100,1.72,ZA,1670106156
391,mabaruma,8.2,-59.7833,22.69,98,100,1.42,GY,1670106665
392,lerwick,60.1545,-1.1494,7.0,66,100,6.03,GB,1670106665
393,otane,-39.8833,176.6333,19.72,47,22,0.78,NZ,1670106551
394,kavaratti,10.5669,72.642,27.76,73,96,3.23,IN,1670106665
395,yarada,17.65,83.2667,24.11,83,12,2.45,IN,1670106666
396,tikrit,34.6071,43.6782,15.84,62,37,2.63,IQ,1670106666
397,lincoln,40.8,-96.667,2.78,43,0,6.69,US,1670106099
398,galle,6.0367,80.217,24.57,86,93,1.53,LK,1670106170
399,nicoya,10.1483,-85.452,24.53,83,18,3.47,CR,1670106666
400,lubao,14.9167,120.55,27.84,83,100,2.97,PH,1670106667
401,raga,8.4596,25.678,23.15,23,48,1.91,SS,1670106655
402,mandan,46.8267,-100.8896,-8.01,66,0,3.6,US,1670106667
403,majene,-3.5403,118.9707,26.06,82,92,0.86,ID,1670106667
404,nioro,13.35,-15.75,21.57,61,53,2.74,GM,1670106668
405,adre,13.4667,22.2,19.64,16,7,5.18,TD,1670106668
406,mirnyy,62.5353,113.9611,-14.31,84,100,3.13,RU,1670106507
407,salto,-31.3833,-57.9667,28.09,54,40,5.14,UY,1670106421
408,san vicente,-26.6167,-54.1333,23.42,74,100,0.7,AR,1670106124
409,mujiayingzi,42.1167,118.7833,-13.82,47,0,3.31,CN,1670106668
410,gao,16.6362,1.637,24.33,13,57,4.97,ML,1670106669
411,bad salzuflen,52.0862,8.7443,0.22,89,60,2.76,DE,1670106669
412,beringovskiy,63.05,179.3167,0.39,99,100,4.26,RU,1670106669
413,bonthe,7.5264,-12.505,24.79,86,82,2.3,SL,1670106670
414,kargopol,61.5071,38.9456,-8.62,85,100,3.62,RU,1670106670
415,flinders,-34.5833,150.8552,21.88,62,0,3.74,AU,1670106670
416,najran,17.4924,44.1277,14.36,48,0,0.8,SA,1670106671
417,jining,35.405,116.5814,0.23,46,100,2.57,CN,1670106671
418,kavali,14.9167,79.9833,24.27,85,83,1.84,IN,1670106671
419,bang saphan,11.2126,99.5117,24.11,92,98,2.81,TH,1670106672
420,aklavik,68.2191,-135.0107,-6.0,79,40,12.35,CA,1670106605
421,cayenne,4.9333,-52.3333,23.02,94,100,1.54,GF,1670106174
422,nanakuli,21.3906,-158.1547,28.97,57,40,4.63,US,1670106672
423,denpasar,-8.65,115.2167,24.84,94,20,1.03,ID,1670106416
424,sakakah,29.9697,40.2064,14.76,74,66,3.68,SA,1670106672
425,narsaq,60.9167,-46.05,-3.88,83,2,3.55,GL,1670106087
426,pemangkat,1.1667,108.9667,24.85,89,100,1.95,ID,1670106673
427,waverly,42.7392,-84.6208,-1.25,73,28,6.46,US,1670106373
428,khudumelapye,-23.8833,24.75,28.04,26,95,2.05,BW,1670106673
429,novyy urengoy,66.0833,76.6333,-21.71,98,29,3.27,RU,1670106673
430,high level,58.5169,-117.136,-11.94,85,75,0.0,CA,1670106613
431,papara,-3.9839,-38.7273,27.22,80,51,2.24,BR,1670106674
432,westport,41.1415,-73.3579,14.14,85,100,4.63,US,1670105974
433,tiarei,-17.5333,-149.3333,29.01,81,52,8.47,PF,1670106674
434,barahona,18.2085,-71.1008,27.9,78,40,5.14,DO,1670106675
435,havre-saint-pierre,50.2334,-63.5986,3.0,100,100,4.12,CA,1670106096
436,orotukan,62.2667,151.7,-28.46,91,11,3.55,RU,1670106675
437,albania,41.0,20.0,12.46,76,100,3.14,AL,1670106675
438,ixtapa,20.7,-105.2,27.35,74,20,4.63,MX,1670106676
439,eureka,40.8021,-124.1637,15.11,51,22,4.92,US,1670106143
440,presidencia roque saenz pena,-26.7852,-60.4388,26.65,31,0,2.51,AR,1670106676
441,kurilsk,45.2333,147.8833,0.99,67,95,7.37,RU,1670106676
442,banda aceh,5.5577,95.3222,25.56,79,100,2.1,ID,1670106677
443,kinsale,51.7075,-8.5306,5.65,81,75,4.12,IE,1670106677
444,saldanha,-33.0117,17.9442,15.03,73,99,10.47,ZA,1670106090
445,uglovskoye,51.3557,80.1942,-19.1,88,100,2.36,RU,1670106677
446,cherskiy,68.75,161.3,-17.82,84,100,2.0,RU,1670106139
447,yar-sale,66.8333,70.8333,-4.77,94,98,6.29,RU,1670106086
448,saint-leu,-21.15,55.2833,24.48,81,12,2.38,RE,1670106678
449,baiquan,47.5833,126.0833,-28.19,92,14,2.74,CN,1670106678
450,kyren,51.6828,102.1408,-19.85,84,78,0.21,RU,1670106678
451,santa rosa,14.3122,121.1114,26.99,95,96,2.99,PH,1670106101
452,axim,4.8699,-2.2405,25.57,85,99,2.28,GH,1670106679
453,lucapa,-8.4192,20.7447,19.45,94,100,0.51,AO,1670106679
454,berlevag,70.8578,29.0864,-3.03,74,32,11.32,NO,1670106109
455,port lincoln,-34.7333,135.8667,23.02,44,94,3.43,AU,1670106082
456,vestmannaeyjar,63.4427,-20.2734,5.86,72,18,1.86,IS,1670106680
457,melnikovo,56.5558,84.085,-20.42,93,18,2.77,RU,1670106680
458,la orilla,17.9833,-102.2333,27.88,67,5,3.49,MX,1670106680
459,hambantota,6.1241,81.1185,24.18,89,93,3.72,LK,1670106681
460,west bay,19.3667,-81.4167,28.04,73,20,7.2,KY,1670106681
461,chapais,49.7834,-74.8492,-0.12,94,100,6.76,CA,1670106681
462,antananarivo,-18.9137,47.5361,17.98,94,75,2.57,MG,1670106681
463,ljungby,56.8332,13.9408,0.23,88,100,4.08,SE,1670106682
464,namatanai,-3.6667,152.4333,27.8,75,93,2.16,PG,1670106125
465,alekseyevsk,57.8406,108.3492,-18.14,94,100,4.44,RU,1670106682
466,arman,59.7,150.1667,-18.32,89,90,3.91,RU,1670106097
467,guozhen,34.3659,107.359,1.89,54,86,1.45,CN,1670106683
468,azare,11.6765,10.1948,23.64,27,77,3.68,NG,1670106683
469,zheshart,62.0731,49.5733,-14.77,98,69,1.43,RU,1670106683
470,tongliao,43.6125,122.2653,-15.3,49,0,4.2,CN,1670106160
471,carutapera,-1.195,-46.02,26.12,77,93,3.57,BR,1670106684
472,churapcha,62.0025,132.4325,-32.51,97,100,0.88,RU,1670106684
473,tura,25.5198,90.2201,15.13,86,0,1.66,IN,1670106684
474,gotsu,35.0,132.2167,10.71,75,100,7.16,JP,1670106684
475,omboue,-1.5746,9.2618,24.64,90,100,0.62,GA,1670106161
476,salym,60.0625,71.4789,-11.75,95,100,2.7,RU,1670106685
477,morris,40.8334,-74.5329,12.82,86,100,3.6,US,1670106633
478,jatai,-17.8814,-51.7144,22.18,83,100,2.59,BR,1670106685
479,mvuma,-19.2792,30.5283,19.98,54,11,1.46,ZW,1670106686
480,gorele,41.0308,39.0031,11.57,87,94,1.88,TR,1670106686
481,mecca,21.4267,39.8261,24.72,72,33,2.44,SA,1670106686
482,vostok,46.4856,135.8833,-22.03,98,100,2.9,RU,1670106106
483,thunder bay,48.4001,-89.3168,-12.01,56,75,5.66,CA,1670106485
484,bestobe,52.4994,73.0975,-20.45,100,100,2.7,KZ,1670106687
485,bondo,3.8146,23.6866,21.23,71,61,0.17,CD,1670106687
486,da lat,11.9465,108.4419,14.84,94,100,1.61,VN,1670106687
487,kodinsk,58.6881,99.1844,-18.72,97,100,2.52,RU,1670106688
488,chumikan,54.7183,135.315,-27.48,84,37,8.81,RU,1670106688
489,nantucket,41.2835,-70.0995,14.08,93,100,10.8,US,1670106688
490,port hardy,50.6996,-127.4199,4.1,70,20,4.12,CA,1670106097
491,fukue,32.6881,128.8419,13.74,77,100,11.14,JP,1670106688
492,bacolod,10.6667,122.95,26.02,84,78,3.04,PH,1670106689
493,tambura,5.6,27.4667,24.55,39,75,1.25,SS,1670106689
494,sandpoint,48.2766,-116.5533,-0.71,84,0,3.09,US,1670106689
495,lorengau,-2.0226,147.2712,26.42,83,100,1.03,PG,1670106125
496,qingdao,36.0986,120.3719,-1.22,80,0,1.0,CN,1670106690
497,anadyr,64.75,177.4833,-4.72,86,100,10.0,RU,1670106690
498,flin flon,54.7682,-101.865,-20.09,71,75,2.06,CA,1670106690
499,cockburn town,21.4612,-71.1419,24.98,78,75,6.17,TC,1670106691
500,sungaipenuh,-2.0833,101.3833,16.74,96,100,0.52,ID,1670106691
501,khani,41.9563,42.9566,3.76,97,100,1.56,GE,1670106691
502,markova,48.6758,24.4138,-1.51,97,80,1.13,UA,1670106691
503,talara,-4.5772,-81.2719,23.42,68,0,5.14,PE,1670106692
504,general roca,-39.0333,-67.5833,30.9,11,7,13.29,AR,1670106116
505,klyuchi,52.2667,79.1667,-20.72,97,100,1.94,RU,1670106692
506,dawlatabad,36.4141,64.9053,3.43,46,100,1.56,AF,1670106692
507,grand gaube,-20.0064,57.6608,23.22,75,45,0.89,MU,1670106135
508,arrecife,28.963,-13.5477,17.99,88,75,1.54,ES,1670106693
509,ariquemes,-9.9133,-63.0408,24.61,76,47,1.58,BR,1670106693
510,dawei,14.0833,98.2,23.44,86,89,2.55,MM,1670106693
511,vila franca do campo,37.7167,-25.4333,14.23,77,85,11.42,PT,1670106694
512,leopold,-38.1833,144.4667,27.81,62,8,2.06,AU,1670106694
513,kamaishi,39.2667,141.8833,7.35,90,100,2.71,JP,1670106694
514,wajid,3.8093,43.2471,23.38,77,81,5.83,SO,1670106695
515,okhotsk,59.3833,143.3,-27.6,95,97,3.81,RU,1670106695
516,mbekenyera,-10.0,38.9833,20.1,99,8,1.56,TZ,1670106695
517,bozoum,6.3193,16.3799,22.59,46,100,0.18,CF,1670106695
518,bose,45.4612,8.0137,5.67,96,100,0.88,IT,1670106696
519,umm lajj,25.0213,37.2685,24.5,70,100,2.56,SA,1670106696
520,rio grande,-32.035,-52.0986,25.06,90,85,4.63,BR,1670106168
521,belyy yar,53.6039,91.3903,-27.3,80,75,1.0,RU,1670106696
522,nishihara,26.1842,127.7558,20.81,94,20,2.06,JP,1670106697
523,tver,56.8619,35.8931,-8.79,93,98,3.34,RU,1670106697
524,sisimiut,66.9395,-53.6735,-2.8,70,100,10.34,GL,1670106697
525,fria,10.4167,-13.5833,24.01,83,54,0.87,GN,1670106698
526,maragogi,-9.0122,-35.2225,25.16,83,92,4.13,BR,1670106472
527,hualmay,-11.0964,-77.6139,21.13,74,34,3.91,PE,1670106484
528,bayji,34.9311,43.487,15.74,62,28,1.92,IQ,1670106698
529,bodden town,19.2833,-81.25,28.0,74,20,7.2,KY,1670106698
530,mlalo,-4.9333,38.9333,22.17,95,44,1.8,TZ,1670106699
531,riverton,40.5219,-111.9391,5.1,61,100,1.34,US,1670106680
532,arlit,18.7369,7.3853,23.87,15,7,2.61,NE,1670106699
533,floirac,44.8324,-0.5141,1.9,94,96,0.51,FR,1670106518
534,macusani,-14.0833,-70.4333,5.22,70,97,3.25,PE,1670106700
535,ulladulla,-35.35,150.4667,21.82,52,0,3.17,AU,1670106700
536,ocos,14.5094,-92.1933,30.1,67,3,1.9,GT,1670106510
537,nago,26.5881,127.9761,21.24,85,93,2.7,JP,1670106700
538,bhadrak,21.0633,86.5054,17.69,58,0,1.59,IN,1670106700
539,puerto carreno,6.189,-67.4859,29.99,66,20,2.06,CO,1670106701
540,honningsvag,70.9821,25.9704,-2.14,74,20,7.72,NO,1670106701
541,ambilobe,-13.2,49.05,23.81,87,84,1.68,MG,1670106130
542,north bend,43.4065,-124.2243,12.18,78,100,1.54,US,1670106632
543,adoni,15.6333,77.2833,22.41,75,45,2.5,IN,1670106701
544,ponta do sol,32.6667,-17.1,16.51,76,45,3.98,PT,1670106702
545,tutoia,-2.7619,-42.2744,26.59,79,10,4.81,BR,1670106702
546,navalmoral de la mata,39.8916,-5.5406,9.98,74,55,0.56,ES,1670106702
547,kununurra,-15.7667,128.7333,24.99,73,69,0.51,AU,1670106127
548,san isidro,-12.1167,-77.05,20.77,68,0,5.14,PE,1670106703
